global_ids,types,X,Y,Z,areas,ax1s,ax2s,gyrations,volumes,Rand,Rank,Train
3Egy$LBd99weR14rW4bt_K,IfcWallStandardCase,0.324,3.52456129,4.778,32.39951837,17.16748739,0.50887812,0.960385503,1.887260356,0.866414612100392,162,2
1qc5HjZvrCsga38tqxQ3SQ,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.865922616791207,163,2
2EnbgrgWP3FAOCJw1OECer,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.864890630519079,164,2
2e1embxPL5l9TtVPJxmRQe,IfcWallStandardCase,5.95,0.375,2.8,28.127,13.04168405,0.844732676,1.821834962,2.1567,0.864541480416726,165,2
0tIhQ6hmz02e5gznEed4id,IfcWallStandardCase,0.254,0.66,3.2,3.13368,42.05152979,1.794181506,0.133702406,0.07452,0.863955029086029,166,2
392141S2v0pO$YKAddJeik,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.86310477130938,167,2
3pms57Ad5AVAb74jf4yKdj,IfcWallStandardCase,1.635,0.254,4.668,13.460684,38.87839283,1.197318603,0.414542016,0.34622532,0.863058316579122,168,2
3Y4YRln2r91vflHcHE5ITn,IfcWallStandardCase,1.2831,0.254,0.488,0.7719444,45.82803305,18.58498542,0.313052393,0.016844371,0.861126345997464,169,2
3Egy$LBd99weR14rW4bmWa,IfcWallStandardCase,19.09,0.324,4.668,152.982816,17.19011835,0.607611904,5.407419437,8.89946264,0.858746514154613,170,2
0niaWDKEXA48tluuFcC0m6,IfcWallStandardCase,1.712,0.467,1.77,6.393468,10.08727338,0.699304546,0.443229906,0.63381528,0.8583692068586,171,2
2O2Fr$t4X7Zf8NOew3FLPP,IfcWallStandardCase,0.617,18,3.1,108.9671089,6.508744464,0.265408595,4.443377287,16.74164803,0.857461541769817,172,2
3LbNSBzHHBSuzhUUvuwBTL,IfcWallStandardCase,1.164,0.467,4.1495,10.238445,10.07171872,0.284057302,0.28875956,1.016553906,0.857015300162541,173,2
3Egy$LBd99weR14rW4boIX,IfcWallStandardCase,7.18,0.324,4.77,60.20486535,17.52668402,0.564801558,1.940116093,3.435040267,0.856880256470542,174,2
3LbNSBzHHBSuzhUUvuwBEV,IfcWallStandardCase,0.467,0.827,4.1495,7.396524,11.18682258,0.297538369,0.196726968,0.661181846,0.855373336528932,175,2
3HTaABdDX3C9_tlUJXtk_j,IfcWallStandardCase,2.873,0.467,3.14,18.14582988,8.972764833,0.380433355,0.769359174,2.022323132,0.854518222450642,176,2
2d8HbdSu9Fr9Na0iagzNLT,IfcWallStandardCase,3.227,0.324,4.778,26.225264,17.76515209,0.612633173,0.904381039,1.476219504,0.853694217097919,177,2
3Egy$LBd99weR14rW4bgtU,IfcWallStandardCase,0.324,0.46243871,4.778,3.255407073,28.61055151,0.63490687,0.07224189,0.113783444,0.852540436891475,178,2
0tIhQ6hmz02e5gznEed4oO,IfcWallStandardCase,0.381,0.254,3.2,1.429548,48.75342746,1.859558955,0.054525988,0.029322,0.852026424507886,179,2
0mxk1RW8H5mvX1dNnpRq0v,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.849630712581825,180,2
3LbNSBzHHBSuzhUUvuwARp,IfcWallStandardCase,0.467,40.77743871,5.337,424.5856816,8.118856127,0.221675784,11.59281091,52.29624407,0.848064236601274,181,2
2_TmT90dD0x8tJSTjyTcfu,IfcWallStandardCase,1.182,0.324,1.668,3.490752,19.52808996,1.598441338,0.285730059,0.178755424,0.847909867456612,182,2
3LbNSBzHHBSuzhUUvuwB87,IfcWallStandardCase,0.467,0.827,4.1495,7.396524,11.18682258,0.297538369,0.196726968,0.661181846,0.847788480645953,183,2
2O2Fr$t4X7Zf8NOew3FK04,IfcWallStandardCase,4.4005,0.635,1.45,15.243185,6.673834943,0.533736005,1.219064712,2.284021875,0.847531109605769,184,2
2d8HbdSu9Fr9Na0iagzeHi,IfcWallStandardCase,0.825,0.254,4.778,6.284424,40.67390903,1.172073384,0.181094128,0.1545075,0.846458926331892,185,2
1PI6l81Vb0ZeIz8cIydDL5,IfcWallStandardCase,0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0.57420769,0.268374147,0.846240023876371,186,2
3Egy$LBd99weR14rW4bmD_,IfcWallStandardCase,4.21,0.368,4.668,38.681968,12.8511426,0.384917571,1.15860275,3.01000224,0.845809971239583,187,2
3Y4YRln2r91vflHcHE5ITm,IfcWallStandardCase,0.254,1.3351,0.488,0.8075124,45.74344078,18.58292258,0.32804573,0.017653075,0.845564077846725,188,2
3Egy$LBd99weR14rW4brES,IfcWallStandardCase,0.467,6.233,4.668,56.752758,8.501322133,0.250384994,1.671509296,6.675756678,0.845000205344018,189,2
2d8HbdSu9Fr9Na0iagzNm3,IfcWallStandardCase,0.543,0.254,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.843662430936828,190,2
0bk1ZfURb7DB4FOIglu74N,IfcWallStandardCase,4.019,0.324,4.668,36.18176,17.10035713,0.521318737,1.103031316,2.115848208,0.842978501769334,191,2
1rqOi_aOv1SevFrD38lQsZ,IfcWallStandardCase,7.375,0.4,2.58,34.8102903,11.57430786,0.724342412,2.178494815,3.007548333,0.839740797823963,192,2
3jBTpIvAj8guVuCfZVeGXO,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.837695995925475,193,2
2_TmT90dD0x8tJSTjyTcwx,IfcWallStandardCase,2.12,0.324,2.268,8.930144,18.13781691,1.128082849,0.555410959,0.49234944,0.837561434383483,194,2
2d8HbdSu9Fr9Na0iagzez5,IfcWallStandardCase,0.254,0.516,4.778,3.421848,43.80302296,1.18465025,0.092543683,0.078118992,0.837538890418388,195,2
197mqEVor8ZRDjVbXCpp_u,IfcWallStandardCase,0.384,0.8,4.778,7.399104,14.63977055,0.358453849,0.18116659,0.5054112,0.837393542947438,196,2
0iEHWY1$XA8eQeeULq4jDb,IfcWallStandardCase,0.352,2.495,2.995,14.37641,14.74491794,0.680980096,0.663960905,0.9750078,0.837039983662215,197,2
3LbNSBzHHBSuzhUUvuwCD9,IfcWallStandardCase,3.581,0.324,4.668,32.159168,17.1682008,0.521394463,0.976666823,1.873182192,0.837026891896253,198,2
3Egy$LBd99weR14rW4bpXN,IfcWallStandardCase,0.254,0.8,4.668,5.908944,40.81799794,1.201307698,0.173905147,0.1447632,0.836968750662827,199,2
1qc5HjZvrCsga38tqxQ3OJ,IfcWallStandardCase,0.254,1.17457431,4.668,9.296594057,39.53684265,1.198307018,0.281766908,0.235137493,0.836821618697553,200,2
2d8HbdSu9Fr9Na0iagzNfY,IfcWallStandardCase,0.606,0.254,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.836522099089047,201,2
3LbNSBzHHBSuzhUUvuwAYU,IfcWallStandardCase,0.467,20.3,5.337,201.7789487,8.350570687,0.234414508,5.664273107,24.16349209,0.835406402407838,202,2
3Egy$LBd99weR14rW4borw,IfcWallStandardCase,2.826,0.324,4.668,25.225248,17.33827445,0.521624726,0.758905572,1.454888032,0.835312131888381,203,2
3Egy$LBd99weR14rW4bp9D,IfcWallStandardCase,0.486877734,0.324,4.668,3.742749112,23.54827094,0.567634818,0.090219563,0.158939445,0.835031728604521,204,2
1gQmKMrUz7gwoYGA9Jh9hS,IfcWallStandardCase,0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0.57420769,0.268374147,0.834831157360806,205,2
3LbNSBzHHBSuzhUUvuwBEp,IfcWallStandardCase,13.271,0.467,4.77,125.1654553,8.351894517,0.250812614,3.758796876,14.98647464,0.834052234140657,206,2
2d8HbdSu9Fr9Na0iagzMb4,IfcWallStandardCase,2.296,0.324,4.778,17.47014,18.43392316,0.626755992,0.593987228,0.947716872,0.83230002861603,207,2
3LbNSBzHHBSuzhUUvuwFjP,IfcWallStandardCase,7.35,0.539327575,4.668,66.79116484,16.93409561,0.521158786,2.055545404,3.944182574,0.831893702410903,208,2
3Egy$LBd99weR14rW4bq$2,IfcWallStandardCase,6.356000141,0.324,4.77,58.92588932,16.8915553,0.509518056,1.777444648,3.48848216,0.8313035164595,209,2
3LbNSBzHHBSuzhUUvuwBCD,IfcWallStandardCase,0.467,0.827,4.1495,7.396524,11.18682258,0.297538369,0.196726968,0.661181846,0.830651837691923,210,2
1qc5HjZvrCsga38tqxQ300,IfcWallStandardCase,0.254,0.543,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.83046869287328,211,2
3Egy$LBd99weR14rW4begp,IfcWallStandardCase,0.324,0.8,4.778,6.777744,19.89923759,0.519270803,0.176865297,0.3406032,0.829160228696237,212,2
3LbNSBzHHBSuzhUUvuwF0B,IfcWallStandardCase,0.254,0.456,4.668,2.797808,45.29716461,1.222800361,0.075527037,0.061765632,0.828040756991377,213,2
0bk1ZfURb7DB4FOIglu8oU,IfcWallStandardCase,4.64,0.324,4.668,41.885024,17.02711028,0.521247313,1.28221735,2.45990208,0.826929162443362,214,2
3Egy$LBd99weR14rW4bsZ6,IfcWallStandardCase,0.368,0.543,4.668,4.681544,18.18329327,0.428233135,0.11025463,0.257464032,0.825563425798163,215,2
3Egy$LBd99weR14rW4boqm,IfcWallStandardCase,0.3975,0.324,4.668,2.921904,26.70324211,0.615227888,0.067319048,0.10942132,0.82379558123668,216,2
0tIhQ6hmz02e5gznEed5_V,IfcWallStandardCase,0.381,0.254,3.2,1.429548,48.75342746,1.859558955,0.054525988,0.029322,0.823377061652667,217,2
0tIhQ6hmz02e5gznEedAY0,IfcWallStandardCase,0.254,0.66,3.2,3.13368,42.05152979,1.794181506,0.133702406,0.07452,0.822668709581398,218,2
1HOyomxUP1WuCNaws8diDg,IfcWallStandardCase,0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0.57420769,0.268374147,0.822430289389482,219,2
2d8HbdSu9Fr9Na0iagzeMO,IfcWallStandardCase,5.449,0.254,4.778,49.12116,37.85493399,1.167784777,1.515335964,1.297615788,0.821988408723613,220,2
0tIhQ6hmz02e5gznEed4yj,IfcWallStandardCase,0.254,0.43,4.668,2.562664,46.18031678,1.229005911,0.068200684,0.05549256,0.820847991086375,221,2
0NCJfHdLfCsxbF2GTX$Xlw,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.820032415035736,222,2
2j55VthSj3Lu0J6fyrpHWZ,IfcWallStandardCase,0.254,0.581759694,3,2.481484334,42.9902205,1.928232555,0.111301566,0.057722066,0.819062363874862,223,2
0GqcYYjeX4e8lXEYRY1v44,IfcWallStandardCase,0.324,3.404,1.85,11.776992,17.9653732,1.411980668,0.925607548,0.6555384,0.817674866950688,224,2
3NhaIUfh12PAdrGa$S3ymK,IfcWallStandardCase,13.763,0.324,4.778,125.305808,16.80330573,0.529620509,3.949492251,7.457211696,0.817405076144676,225,2
1uDBQ9y7vCyxXlpVEuenA3,IfcWallStandardCase,0.254,2.202,4.668,18.588632,38.48366561,1.196906924,0.578137815,0.483026544,0.816864877372326,226,2
3Egy$LBd99weR14rW4brUK,IfcWallStandardCase,3.593600732,0.324,4.668,32.27489312,17.16600435,0.521391867,0.980301906,1.880163401,0.815414794888784,227,2
0OGQHxKDj5FeCrfeV7v3Xh,IfcWallStandardCase,0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,1.387427928,1.210865853,0.815235068119294,228,2
3Egy$LBd99weR14rW4behd,IfcWallStandardCase,6.14,0.324,4.778,56.995104,16.90260459,0.508635317,1.715103884,3.37197168,0.813564658044477,229,2
3Egy$LBd99weR14rW4bfai,IfcWallStandardCase,0.324,7.106,4.778,55.951404,17.51781341,0.649993226,2.076060106,3.193971912,0.812867846808993,230,2
3NhaIUfh12PAdrGa$S3xIC,IfcWallStandardCase,0.324,3.476104379,4.778,31.94382958,17.17638541,0.508888654,0.946407061,1.859752725,0.812843375260516,231,2
3LbNSBzHHBSuzhUUvuwAbw,IfcWallStandardCase,47.693,0.467,5.337,493.942892,8.226252092,0.231210893,13.88299021,60.04470645,0.811903479739703,232,2
3LbNSBzHHBSuzhUUvuwEXt,IfcWallStandardCase,0.324,1.76,4.668,12.059116,19.38246476,0.80968682,0.503759837,0.62216628,0.811661833514202,233,2
3Egy$LBd99weR14rW4bqqu,IfcWallStandardCase,4.832000141,0.324,4.668,43.64835329,17.00843875,0.521230823,1.337622309,2.566276302,0.811209255621712,234,2
0tIhQ6hmz02e5gznEed4aE,IfcWallStandardCase,0.254,0.66,3.2,3.13368,42.05152979,1.794181506,0.133702406,0.07452,0.810685930846333,235,2
3pms57Ad5AVAb74jf4yKWf,IfcWallStandardCase,0.939,0.254,4.668,7.16606,40.19102456,1.199661774,0.213899704,0.178300008,0.809889813523729,236,2
3Egy$LBd99weR14rW4bfgx,IfcWallStandardCase,1.57425,0.324,4.778,14.058791,18.02124353,0.510590441,0.398323472,0.780123246,0.804910321198815,237,2
1qc5HjZvrCsga38tqxQ3s2,IfcWallStandardCase,0.254,1.452,4.668,11.805632,39.0821087,1.197584131,0.361757285,0.302072544,0.804266931349368,238,2
0tIhQ6hmz02e5gznEedAWh,IfcWallStandardCase,1.57,0.254,4.668,12.872824,38.94451863,1.197400834,0.395792033,0.33054264,0.803952587111856,239,2
2d8HbdSu9Fr9Na0iagzM3R,IfcWallStandardCase,0.606,0.254,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.803056485331726,240,2
1lXMj_pyjDBPd$_2hZtQq1,IfcWallStandardCase,7.675,0.4,2.58,38.62473065,11.48790522,0.62263887,2.093441597,3.362208333,0.801437027149449,241,2
0cWOP2rtn15v8SyZkkpV7O,IfcWallStandardCase,0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0.57420769,0.268374147,0.800544714222248,242,2
3Egy$LBd99weR14rW4bnHa,IfcWallStandardCase,0.368,4.88399996,4.668,44.93129563,12.77937496,0.384827496,1.353023763,3.515922786,0.799686476323398,243,2
1uDBQ9y7vCyxXlpVEuen$k,IfcWallStandardCase,0.482,0.254,4.668,3.032952,44.57686319,1.218210493,0.082885463,0.068038704,0.79954721078454,244,2
3Egy$LBd99weR14rW4bod7,IfcWallStandardCase,1.226,0.324,4.668,10.530848,18.52597757,0.524835696,0.29833594,0.568436832,0.799046152746932,245,2
3pms57Ad5AVAb74jf4yKXm,IfcWallStandardCase,0.846,0.254,4.668,6.321188,42.8795849,1.212780745,0.178784732,0.147417192,0.797778185564843,246,2
2d8HbdSu9Fr9Na0iagzeo5,IfcWallStandardCase,0.489,0.254,4.778,3.17172,44.39432426,1.187932677,0.084870981,0.071444268,0.797576742548588,247,2
2d8HbdSu9Fr9Na0iagzNt_,IfcWallStandardCase,0.543,0.254,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.796699364277905,248,2
14meJ0dXrC2vQ$4K2XaVIY,IfcWallStandardCase,7.675,0.4,2.58,38.62473065,11.48790522,0.62263887,2.093441597,3.362208333,0.796038883809068,249,2
0$T_kKFfj6eQu9LjJc1Knz,IfcWallStandardCase,0.467,5.134996354,5.227,52.9266494,8.591219343,0.238550494,1.469602607,6.160551521,0.795806970046875,250,2
0RgN8Crez9DA7JlZMWQD_2,IfcWallStandardCase,0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,1.387427928,1.210865853,0.792973427586259,251,2
3Egy$LBd99weR14rW4brWy,IfcWallStandardCase,7.3434,0.324,4.668,63.3370616,17.04649011,0.572498539,2.127146115,3.715548549,0.792564795235447,252,2
2O2Fr$t4X7Zf8NOew3FKIu,IfcWallStandardCase,1.656,0.324,2.995,9.193288,18.21822214,0.835940131,0.42183251,0.50462048,0.792014429889145,253,2
3NhaIUfh12PAdrGa$S3xHV,IfcWallStandardCase,0.324,0.45243871,4.778,3.509277631,24.48861943,0.566562425,0.081189748,0.143302388,0.791486946272653,254,2
0jkKTzZsT8o9nWNcimDtD_,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.789497157900503,255,2
0ztdC3L1HAzhbhMHypqcSl,IfcWallStandardCase,0.324,4.443,4.668,36.699788,17.40453091,0.591661368,1.247597358,2.108634136,0.789465467771289,256,2
3LbNSBzHHBSuzhUUvuwAVf,IfcWallStandardCase,0.467,6.21556129,5.337,67.75934442,8.212440053,0.210676412,1.738252634,8.250817538,0.789135751165356,257,2
2_TmT90dD0x8tJSTjyTcco,IfcWallStandardCase,2.326,0.324,1.668,7.133248,18.43216385,1.588543412,0.614766351,0.387000032,0.78888851064443,258,2
1CMMYbtZr1e9csoq0X5p4_,IfcWallStandardCase,0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,2.018395148,3.31058,0.788530846503224,259,2
3LbNSBzHHBSuzhUUvuwEug,IfcWallStandardCase,1.2552,0.368,4.668,11.2850624,14.24776476,0.389423935,0.308446516,0.792058445,0.787881538773509,260,2
3Egy$LBd99weR14rW4bfkt,IfcWallStandardCase,1.57425,0.324,4.778,14.058791,18.02124353,0.510590441,0.398323472,0.780123246,0.78753717629482,261,2
3NhaIUfh12PAdrGa$S3zZI,IfcWallStandardCase,0.324,1.756,4.778,15.767968,17.8512513,0.510136723,0.45060256,0.883297632,0.786735638794904,262,2
3LbNSBzHHBSuzhUUvuwFMn,IfcWallStandardCase,0.324,1.8,4.668,12.426476,19.2859607,0.802240996,0.516905983,0.64432756,0.786618289743827,263,2
0ClPCUC7jCQRnj1dhupHkw,IfcWallStandardCase,1.99,0.225,4.778,14.18764,82.281532,3.052304214,0.526302711,0.172428,0.784654458449623,264,2
2d8HbdSu9Fr9Na0iagzNf4,IfcWallStandardCase,0.606,0.254,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.783438160785136,265,2
0tIhQ6hmz02e5gznEed4PC,IfcWallStandardCase,0.873,0.254,4.668,6.569156,40.45643281,1.200317081,0.194902754,0.162376056,0.782632052758458,266,2
3LbNSBzHHBSuzhUUvuwAes,IfcWallStandardCase,0.467,17.04,5.337,168.5531302,8.362751992,0.23285038,4.693151297,20.15522287,0.782219430469216,267,2
2d8HbdSu9Fr9Na0iagzMv4,IfcWallStandardCase,0.254,0.577334331,4.88,4.078041446,42.76472681,1.153910333,0.110036811,0.095359932,0.781959715207852,268,2
0tIhQ6hmz02e5gznEed7Fr,IfcWallStandardCase,0.254,0.604,4.668,4.13632,42.43515966,1.207112464,0.117661945,0.097473888,0.780685362389831,269,2
3LbNSBzHHBSuzhUUvuwFOf,IfcWallStandardCase,12.544,0.324,4.668,104.6426373,17.22098328,0.608161319,3.695468681,6.076461235,0.778567151280178,270,2
3Egy$LBd99weR14rW4bqa4,IfcWallStandardCase,2.936,0.324,4.668,26.235488,17.30765398,0.521579005,0.790625912,1.515831552,0.776078576888996,271,2
1t1yQ2ikH51hu_P1f3OvQ4,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.775699483299462,272,2
1qc5HjZvrCsga38tqxQ3Bw,IfcWallStandardCase,0.254,0.99342569,4.668,7.658285943,40.00537956,1.199239629,0.229572125,0.191431403,0.775437836657238,273,2
2d8HbdSu9Fr9Na0iagzeWA,IfcWallStandardCase,0.254,0.683510673,4.778,4.973666873,41.61032238,1.174982996,0.140445295,0.11952964,0.774191239115498,274,2
3Egy$LBd99weR14rW4bpxr,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.773646192477886,275,2
3LbNSBzHHBSuzhUUvuwEqR,IfcWallStandardCase,0.324,3.52,4.668,31.598944,17.17906947,0.52140745,0.959069688,1.83938624,0.773078544346729,276,2
3Egy$LBd99weR14rW4bncr,IfcWallStandardCase,0.324,4.122,4.668,37.127712,17.08660374,0.521304508,1.132749605,2.172913504,0.772763951150815,277,2
3NhaIUfh12PAdrGa$S3xWu,IfcWallStandardCase,0.324,0.395,4.778,2.969124,26.82231451,0.60263172,0.066708945,0.11069604,0.772642063002214,278,2
3NhaIUfh12PAdrGa$S3xZm,IfcWallStandardCase,0.324,3.85343871,4.778,35.49228163,17.11333372,0.508817343,1.055264201,2.07395486,0.772204590276312,279,2
3NhaIUfh12PAdrGa$S3xte,IfcWallStandardCase,0.324,4.846,4.778,44.826328,16.99638209,0.508705614,1.341662277,2.637404112,0.771899856321313,280,2
3LbNSBzHHBSuzhUUvuwABT,IfcWallStandardCase,0.324,3.189,4.668,28.55904,17.24577994,0.521492331,0.863592159,1.656001648,0.771192635474976,281,2
0tIhQ6hmz02e5gznEed4Pq,IfcWallStandardCase,0.254,0.614,4.668,4.22676,42.31558249,1.206606761,0.120523857,0.099886608,0.77113741136832,282,2
2O2Fr$t4X7Zf8NOew3FKST,IfcWallStandardCase,0.324,3.12,2.995,15.147288,18.47198742,1.131847856,0.92813107,0.820013984,0.771016231565498,283,2
3Egy$LBd99weR14rW4bnBv,IfcWallStandardCase,3.356,0.324,4.668,30.092768,17.21037339,0.521446173,0.911761665,1.748524992,0.770508299325189,284,2
0bk1ZfURb7DB4FOIglu8zK,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.769957225865066,285,2
0tIhQ6hmz02e5gznEed7oi,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.769701158259262,286,2
3LbNSBzHHBSuzhUUvuwBVB,IfcWallStandardCase,1.164,0.467,4.1495,10.238445,10.07171872,0.284057302,0.28875956,1.016553906,0.768701237915283,287,2
3qpE7fVkr8dRZ2wfCc6trC,IfcWallStandardCase,1.724999335,0.225,1.7,4.726247971,82.64480932,7.69903792,0.440288539,0.057187475,0.768030706803407,288,2
0bpfxAz3XBrAx$RjFuHwdC,IfcWallStandardCase,0.324,1.217801596,3.2,5.47182837,19.72003142,1.094900506,0.30380822,0.277475642,0.767364078662789,289,2
1qc5HjZvrCsga38tqxQ3U2,IfcWallStandardCase,0.54,0.254,4.668,3.557504,43.36701755,1.211468227,0.099379743,0.08203248,0.765588258141521,290,2
2O2Fr$t4X7Zf8NOew3FLOH,IfcWallStandardCase,9,0.617,3.1,50.10080892,7.653654752,0.334191548,2.187617212,6.545998029,0.76539282601366,291,2
0bk1ZfURb7DB4FOIglu8eO,IfcWallStandardCase,0.324,6.102,4.668,55.312032,16.91552801,0.521159139,1.704136634,3.269896864,0.765098677081605,292,2
3LbNSBzHHBSuzhUUvuwCjY,IfcWallStandardCase,0.324,0.732584459,4.668,5.982262634,20.34614294,0.535084487,0.1573279,0.294024408,0.765066989615381,293,2
2d8HbdSu9Fr9Na0iagzMBX,IfcWallStandardCase,0.254,0.87,4.778,6.701304,40.45898366,1.171509539,0.194039515,0.16563204,0.763426704639086,294,2
2d8HbdSu9Fr9Na0iagzMXd,IfcWallStandardCase,0.543,0.254,4.88,3.752964,43.29529125,1.156341918,0.10023514,0.08668296,0.763376853391472,295,2
1uDBQ9y7vCyxXlpVEuenEg,IfcWallStandardCase,0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.763179119174873,296,2
1uDBQ9y7vCyxXlpVEuen5j,IfcWallStandardCase,0.66,0.254,4.668,4.642784,41.8324907,1.204687672,0.133702406,0.11098512,0.76294852452082,297,2
0bpfxAz3XBrAx$RjFuHuV1,IfcWallStandardCase,4.920025,0.324,2.48,23.2593202,17.42995181,1.021416011,1.363023967,1.334445468,0.762805090415304,298,2
2bw7aE2bD2wQIr6Z1HwmXj,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.76264966805624,299,2
3LbNSBzHHBSuzhUUvuwEej,IfcWallStandardCase,0.324,4.156,4.668,34.06398,17.47205021,0.612612058,1.194364979,1.949626952,0.762057892710594,300,2
3LbNSBzHHBSuzhUUvuwEyX,IfcWallStandardCase,8.903,0.324,4.668,81.036416,16.80646565,0.521097038,2.512594691,4.821740496,0.760932679350964,301,2
3Egy$LBd99weR14rW4besj,IfcWallStandardCase,1.2,0.324,4.778,10.539344,18.56590425,0.512419149,0.290886003,0.567672,0.759975914362954,302,2
1uDBQ9y7vCyxXlpVEuen8t,IfcWallStandardCase,0.254,0.3846,4.668,2.1520664,48.3189008,1.246612483,0.055522638,0.044538811,0.759968673756089,303,2
0tIhQ6hmz02e5gznEed4Ci,IfcWallStandardCase,0.324,1.169,4.668,6.631372,22.49956306,0.997839254,0.294096524,0.294733368,0.759519782617487,304,2
3Egy$LBd99weR14rW4botA,IfcWallStandardCase,3.162,0.324,4.668,28.311072,17.25187928,0.521500535,0.85580469,1.641042784,0.758209697890262,305,2
2j55VthSj3Lu0J6fyrpM_H,IfcWallStandardCase,1.187579952,0.467,1.941860956,4.897975363,10.66398647,0.642988769,0.295325126,0.459300598,0.757892069012866,306,2
3Egy$LBd99weR14rW4bptd,IfcWallStandardCase,0.324,4.146,4.668,33.97214,17.47460192,0.610139502,1.186164049,1.944086632,0.757038561822813,307,2
0tIhQ6hmz02e5gznEed7Qr,IfcWallStandardCase,0.334,0.254,3.2,1.142472,52.62907684,1.921195661,0.041705315,0.021708,0.755458801326865,308,2
14npLq9jf52P2LJ8lz009C,IfcWallStandardCase,7.675,0.35,2.8,21.06058658,16.1439474,1.658478358,2.163567942,1.30455,0.754210482988426,309,2
3Egy$LBd99weR14rW4bn4R,IfcWallStandardCase,0.324,6.656,4.668,60.399968,16.88644918,0.521140253,1.8640304,3.576830592,0.753959897361472,310,2
0tIhQ6hmz02e5gznEedAj1,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.753381967809504,311,2
2j55VthSj3Lu0J6fyrpG5t,IfcWallStandardCase,18.736,0.467,3.6,86.32881318,10.07459068,0.636159506,5.451228433,8.568964824,0.752403871844543,312,2
3Egy$LBd99weR14rW4bn9P,IfcWallStandardCase,0.324,6.656,4.668,53.647992,17.34730696,0.641634478,1.984308081,3.092583312,0.752033360126926,313,2
3NhaIUfh12PAdrGa$S3zeI,IfcWallStandardCase,4.536,0.324,4.778,41.911088,17.02715887,0.508732427,1.252207118,2.461425792,0.751819759615863,314,2
